iter	MultiClass	Accuracy
336	0.3736792383	0.9853211009
337	0.3727859054	0.9853211009
338	0.3720428523	0.9871559633
339	0.3709050714	0.9871559633
340	0.3694187193	0.9853211009
341	0.3688748018	0.9853211009
342	0.3668599099	0.9853211009
343	0.365892128	0.9908256881
344	0.3650160509	0.9908256881
345	0.3632506025	0.9889908257
346	0.3627697042	0.9889908257
347	0.3622050879	0.9871559633
348	0.3601724738	0.9889908257
349	0.3592452751	0.9889908257
350	0.3578627448	0.9889908257
351	0.3571471122	0.9889908257
352	0.3563292182	0.9889908257
353	0.3552904445	0.9889908257
354	0.3548780964	0.9889908257
355	0.3540085745	0.9926605505
356	0.3532788589	0.9908256881
357	0.352976792	0.9908256881
358	0.352360474	0.9908256881
359	0.3505295051	0.9926605505
360	0.3498750366	0.9926605505
361	0.3491066501	0.9926605505
362	0.3487980712	0.9926605505
363	0.3485441239	0.9926605505
364	0.3478312254	0.9926605505
365	0.3467001792	0.9926605505
366	0.3456983807	0.9926605505
367	0.3450384531	0.9926605505
368	0.3438449443	0.9926605505
369	0.3424134613	0.9926605505
370	0.3411410704	0.9963302752
371	0.340399006	0.9963302752
372	0.3392535597	0.9963302752
373	0.3382821317	0.9963302752
374	0.3375736452	0.9963302752
375	0.3366212179	0.9963302752
376	0.3357453574	0.9963302752
377	0.334190646	0.9963302752
378	0.3331260225	0.9963302752
379	0.3329260895	0.9963302752
380	0.3326451564	0.9981651376
381	0.3311875509	0.9981651376
382	0.3301692262	0.9981651376
383	0.3296315554	0.9981651376
384	0.3288301712	0.9981651376
385	0.3279974076	0.9981651376
386	0.3271692619	0.9981651376
387	0.3262692964	0.9981651376
388	0.3256830375	0.9981651376
389	0.3250865512	0.9981651376
390	0.3246082149	0.9981651376
391	0.3237557948	0.9981651376
392	0.3230305883	0.9981651376
393	0.3210665986	0.9981651376
394	0.3207878805	0.9981651376
395	0.3204384882	0.9981651376
396	0.3200181932	0.9981651376
397	0.3194567772	0.9981651376
398	0.3186504558	0.9981651376
399	0.3171052675	0.9981651376
400	0.316006275	0.9981651376
401	0.3152419111	0.9981651376
402	0.3146157157	0.9981651376
403	0.3138905716	0.9981651376
404	0.313359891	0.9981651376
405	0.3128255721	0.9981651376
406	0.3123415375	0.9981651376
407	0.3120693011	0.9981651376
408	0.3116176204	0.9981651376
409	0.3111133739	0.9981651376
410	0.3108572033	0.9981651376
411	0.3094748206	0.9981651376
412	0.3088504771	0.9981651376
413	0.3083155868	0.9981651376
414	0.3078241491	0.9981651376
415	0.3071679343	0.9981651376
416	0.3062349736	0.9981651376
417	0.3057520533	0.9981651376
418	0.3046376952	0.9981651376
419	0.3039840629	0.9981651376
420	0.3036217827	0.9981651376
421	0.3033387214	0.9981651376
422	0.3023386367	0.9981651376
423	0.3018058212	0.9981651376
424	0.3014822905	0.9981651376
425	0.3005090501	0.9981651376
426	0.2999823743	0.9981651376
427	0.2992415724	0.9981651376
428	0.2984656148	0.9981651376
429	0.2978347528	0.9981651376
430	0.2971352509	0.9981651376
431	0.2962643528	0.9981651376
432	0.2957721057	0.9981651376
433	0.2947858749	0.9981651376
434	0.2935756746	0.9981651376
435	0.2932402982	0.9981651376
436	0.2927042026	0.9981651376
437	0.2924521609	0.9981651376
438	0.2919889819	0.9981651376
439	0.2912111486	0.9981651376
440	0.2904133181	0.9981651376
441	0.2900530888	0.9981651376
442	0.2898264409	0.9981651376
443	0.2888731419	0.9981651376
444	0.2883839998	0.9981651376
445	0.2877989589	0.9981651376
446	0.2870789015	0.9981651376
447	0.2865207684	0.9981651376
448	0.2861068892	0.9981651376
449	0.2852675536	0.9981651376
450	0.2845484671	0.9981651376
451	0.283767629	0.9981651376
452	0.2831261502	0.9981651376
453	0.2828089005	0.9981651376
454	0.2822612854	0.9981651376
455	0.2820285262	0.9981651376
456	0.2814332746	0.9981651376
457	0.2809648602	0.9981651376
458	0.2804141089	0.9981651376
459	0.279996668	0.9981651376
460	0.2793160842	0.9981651376
461	0.2784216488	0.9981651376
462	0.2776479296	0.9981651376
463	0.2767039841	0.9981651376
464	0.2760372546	0.9981651376
465	0.275349141	0.9981651376
466	0.2747492124	0.9981651376
467	0.2738489446	0.9981651376
468	0.2731567125	0.9981651376
469	0.2725333942	0.9981651376
470	0.2719854191	0.9981651376
471	0.2716101633	0.9981651376
472	0.2710285343	0.9981651376
473	0.2705830369	0.9981651376
474	0.2699379168	0.9981651376
475	0.2696908829	0.9981651376
476	0.2693918872	0.9981651376
477	0.268247526	1
478	0.2679729038	1
479	0.2676116052	0.9981651376
480	0.2667285289	0.9981651376
481	0.2660236207	0.9981651376
482	0.2651845959	0.9981651376
483	0.263888725	1
484	0.2633897807	1
485	0.2627358032	1
486	0.2625236354	1
487	0.261984287	1
488	0.2611167939	1
489	0.2602790742	1
490	0.2596427022	1
491	0.2594686695	1
492	0.2585780487	1
493	0.2578801784	1
494	0.2575672786	1
495	0.2567058819	1
496	0.2557493729	1
497	0.2551665558	1
498	0.2543341154	1
499	0.2537616664	1
