iter	MultiClass	Accuracy
318	0.7273559892	0.7647058824
319	0.7270102912	0.7683823529
320	0.7267686518	0.7665441176
321	0.7262360778	0.7647058824
322	0.7251701911	0.7647058824
323	0.7250302129	0.7628676471
324	0.7243838403	0.7647058824
325	0.7232032406	0.7683823529
326	0.7229673508	0.7665441176
327	0.722564309	0.7665441176
328	0.7218495129	0.7647058824
329	0.7215843702	0.7665441176
330	0.7211743148	0.7665441176
331	0.720766499	0.7683823529
332	0.7199851639	0.7683823529
333	0.7194789586	0.7702205882
334	0.7193001335	0.7702205882
335	0.7184298394	0.7702205882
336	0.7178554226	0.7665441176
337	0.7168240621	0.7702205882
338	0.7157956749	0.7683823529
339	0.7153463041	0.7702205882
340	0.7149830795	0.7702205882
341	0.7133430761	0.7628676471
342	0.7117697242	0.7665441176
343	0.7112565718	0.7683823529
344	0.7103528715	0.7683823529
345	0.7092113546	0.7720588235
346	0.7086879287	0.7683823529
347	0.7072415184	0.7702205882
348	0.7068696162	0.7683823529
349	0.7065702513	0.7702205882
350	0.706031888	0.7683823529
351	0.7056327985	0.7683823529
352	0.7049468859	0.7665441176
353	0.7039837621	0.7720588235
354	0.7028673749	0.7702205882
355	0.702162255	0.7720588235
356	0.701656697	0.7720588235
357	0.7011569704	0.7720588235
358	0.7010547839	0.7738970588
359	0.7007467003	0.7738970588
360	0.6995281027	0.7757352941
361	0.6991362716	0.78125
362	0.6987565049	0.7830882353
363	0.6981991596	0.78125
364	0.6981109942	0.7794117647
365	0.6978502248	0.78125
366	0.6970882151	0.7849264706
367	0.6966247532	0.7849264706
368	0.6956464448	0.7830882353
369	0.6953676098	0.7830882353
370	0.6951185286	0.7867647059
371	0.6941036245	0.7922794118
372	0.6939267651	0.7922794118
373	0.6934853807	0.7922794118
374	0.6927292867	0.7922794118
375	0.6922692355	0.7922794118
376	0.6921240885	0.7977941176
377	0.691196512	0.7996323529
378	0.690195503	0.7922794118
379	0.6897658925	0.7959558824
380	0.6893018533	0.7959558824
381	0.68850928	0.7922794118
382	0.688362796	0.7922794118
383	0.6874975099	0.7977941176
384	0.6872637497	0.7941176471
385	0.6863564519	0.7959558824
386	0.6860211445	0.7959558824
387	0.6851749658	0.7904411765
388	0.6842916406	0.7959558824
389	0.6836085027	0.7941176471
390	0.6832450931	0.7904411765
391	0.6831516966	0.7904411765
392	0.6828732079	0.7904411765
393	0.6826190837	0.7904411765
394	0.6818244044	0.7941176471
395	0.6814582496	0.7977941176
396	0.680734582	0.7996323529
397	0.6804391219	0.7959558824
398	0.679861092	0.8014705882
399	0.6790306243	0.8069852941
400	0.6784577341	0.8069852941
401	0.6781645362	0.8033088235
402	0.677479485	0.8014705882
403	0.6769570212	0.8069852941
404	0.6759979972	0.8069852941
405	0.6749896584	0.8088235294
406	0.674855382	0.8088235294
407	0.6739887312	0.8106617647
408	0.6733679796	0.8125
409	0.6733049098	0.8125
410	0.6720456656	0.8106617647
411	0.6719333435	0.8106617647
412	0.6714948393	0.8051470588
413	0.6711442852	0.8069852941
414	0.6708713016	0.8051470588
415	0.6698191214	0.8051470588
416	0.6693403749	0.8051470588
417	0.668629644	0.8051470588
418	0.6681642833	0.8069852941
419	0.6676153214	0.8069852941
420	0.667138475	0.8106617647
421	0.6668817231	0.8106617647
422	0.666283634	0.8088235294
423	0.6659630537	0.8069852941
424	0.6655969287	0.8069852941
425	0.6641137955	0.8088235294
426	0.664018514	0.8088235294
427	0.6634252448	0.8088235294
428	0.6630680397	0.8069852941
429	0.6610863132	0.8143382353
430	0.6603085324	0.8143382353
431	0.6600537338	0.8143382353
432	0.6597003874	0.8161764706
433	0.6586537909	0.8143382353
434	0.6583398498	0.8143382353
435	0.6579168881	0.8143382353
436	0.6574649906	0.8143382353
437	0.6572933863	0.8143382353
438	0.6562327158	0.8161764706
439	0.6553418928	0.8198529412
440	0.6548056721	0.8180147059
441	0.6539131276	0.8198529412
442	0.6527824592	0.8180147059
443	0.6524918162	0.8198529412
444	0.6509844867	0.8198529412
445	0.6508733565	0.8161764706
446	0.6503474636	0.8216911765
447	0.650194697	0.8216911765
448	0.6499764108	0.8216911765
449	0.6496917173	0.8216911765
450	0.6492619245	0.8198529412
451	0.6482132399	0.8198529412
452	0.6478258676	0.8216911765
453	0.6471705504	0.8235294118
454	0.6468157356	0.8235294118
455	0.6461064758	0.8216911765
456	0.6458482594	0.8235294118
457	0.6453106638	0.8216911765
458	0.6448136477	0.8253676471
459	0.643791644	0.8272058824
460	0.6432844225	0.8253676471
461	0.6430748462	0.8235294118
462	0.6425104501	0.8235294118
463	0.6423679877	0.8235294118
464	0.6415995514	0.8272058824
465	0.6407453477	0.8290441176
466	0.6401305494	0.8290441176
467	0.6391851967	0.8327205882
468	0.6387913404	0.8345588235
469	0.6374362909	0.8327205882
470	0.6369622083	0.8308823529
471	0.6368473875	0.8308823529
472	0.6367090426	0.8327205882
473	0.6364760219	0.8345588235
474	0.636293742	0.8345588235
475	0.6358467989	0.8327205882
476	0.635566414	0.8327205882
477	0.6352505203	0.8308823529
478	0.6348811948	0.8290441176
479	0.6342323289	0.8327205882
480	0.6337044348	0.8345588235
481	0.6330798002	0.8363970588
482	0.6327383182	0.8363970588
483	0.6321066775	0.8382352941
484	0.6314079058	0.8363970588
485	0.6308745459	0.8345588235
486	0.6300312512	0.8345588235
487	0.6298390662	0.8345588235
488	0.6291098208	0.8363970588
489	0.627919661	0.8363970588
490	0.6269069959	0.8382352941
491	0.6264015239	0.8400735294
492	0.6260276389	0.8382352941
493	0.6249447629	0.8363970588
494	0.624355964	0.8363970588
495	0.6238863393	0.8382352941
496	0.6232516579	0.8419117647
497	0.6228855818	0.84375
498	0.6226559509	0.8419117647
499	0.6220267401	0.8419117647
