iter	MultiClass	Accuracy
0	1.09217434	0.4505494505
1	1.084643881	0.4761904762
2	1.077771515	0.4761904762
3	1.07447194	0.4816849817
4	1.069817769	0.4853479853
5	1.066532149	0.4816849817
6	1.062232313	0.4908424908
7	1.057322782	0.4963369963
8	1.054064083	0.4981684982
9	1.04870549	0.5018315018
10	1.044298341	0.5036630037
11	1.041345156	0.5018315018
12	1.038636194	0.5036630037
13	1.036348245	0.5036630037
14	1.031426478	0.5091575092
15	1.029618061	0.510989011
16	1.027215687	0.5146520147
17	1.024577011	0.5128205128
18	1.021459071	0.5073260073
19	1.02011874	0.5073260073
20	1.017945777	0.5183150183
21	1.015156605	0.5128205128
22	1.013067586	0.5146520147
23	1.011919863	0.5201465201
24	1.010073071	0.5183150183
25	1.007866111	0.5183150183
26	1.006942791	0.521978022
27	1.003547549	0.5183150183
28	1.00168837	0.5183150183
29	0.9989497513	0.521978022
30	0.9977570262	0.5238095238
31	0.9955269687	0.5311355311
32	0.9925952814	0.5311355311
33	0.9914659174	0.5366300366
34	0.9884851783	0.5293040293
35	0.9866117156	0.532967033
36	0.9841011363	0.5311355311
37	0.9810998607	0.5402930403
38	0.9794490574	0.5402930403
39	0.9781645808	0.5366300366
40	0.9760724993	0.5402930403
41	0.9746599066	0.5347985348
42	0.9729394814	0.5384615385
43	0.9715860257	0.5366300366
44	0.9710650084	0.5421245421
45	0.9697283643	0.5384615385
46	0.969196549	0.5421245421
47	0.9678811168	0.5402930403
48	0.9669700726	0.5421245421
49	0.9655291633	0.543956044
50	0.9643574976	0.5384615385
51	0.9617319524	0.5402930403
52	0.9606519954	0.543956044
53	0.9592811336	0.5402930403
54	0.9575750973	0.5384615385
55	0.9560886107	0.5384615385
56	0.9546189608	0.5366300366
57	0.953065097	0.5384615385
58	0.9515697815	0.5366300366
59	0.9507922612	0.5384615385
60	0.9505807078	0.5384615385
61	0.9497396562	0.5402930403
62	0.9483486652	0.5384615385
63	0.9472600515	0.5384615385
64	0.946936268	0.5421245421
65	0.9428075084	0.5421245421
66	0.9407390478	0.5402930403
67	0.9397702385	0.5402930403
68	0.9374569506	0.543956044
69	0.9367490021	0.5457875458
70	0.9347017433	0.543956044
71	0.9335806904	0.5457875458
72	0.9321896618	0.5531135531
73	0.9302900343	0.5512820513
74	0.9291803564	0.5494505495
75	0.927155505	0.5494505495
76	0.9263318638	0.5512820513
77	0.9249678687	0.5531135531
78	0.9234843079	0.5604395604
79	0.9223863618	0.5604395604
80	0.9216804365	0.5586080586
81	0.9199249888	0.5622710623
82	0.9180304774	0.5622710623
83	0.9165828847	0.5714285714
84	0.9154307124	0.5732600733
85	0.914285561	0.5659340659
86	0.9133835571	0.5586080586
87	0.9126223804	0.5641025641
88	0.9122010542	0.5641025641
89	0.9106232135	0.5549450549
90	0.9098572646	0.5586080586
91	0.9075936539	0.5641025641
92	0.9068192267	0.5641025641
93	0.9056398635	0.5659340659
94	0.9048831883	0.5604395604
95	0.9039443629	0.5622710623
96	0.9035596699	0.5622710623
97	0.9026445296	0.5677655678
98	0.901568247	0.5641025641
99	0.9005971473	0.5732600733
100	0.89873033	0.5769230769
101	0.8982780763	0.5750915751
102	0.8973398252	0.5787545788
103	0.8963847834	0.5824175824
104	0.8960615773	0.5769230769
105	0.8947247418	0.5805860806
106	0.8940561715	0.5842490842
107	0.8925978317	0.5842490842
108	0.8917767113	0.5842490842
109	0.8901363135	0.5860805861
110	0.8888949416	0.5860805861
111	0.8877371539	0.5860805861
112	0.8866635905	0.5879120879
113	0.8856027947	0.5879120879
114	0.8833986318	0.6007326007
115	0.882647666	0.6007326007
116	0.8819183436	0.5989010989
117	0.8804699281	0.5989010989
118	0.8791607158	0.5970695971
119	0.8783969256	0.5970695971
120	0.8774532239	0.6062271062
121	0.8758308408	0.6043956044
122	0.8742758845	0.6135531136
123	0.872830052	0.6062271062
124	0.8723391107	0.6062271062
125	0.8713239624	0.6117216117
126	0.8707514865	0.6153846154
127	0.8699045507	0.6153846154
128	0.8685071453	0.6208791209
129	0.8681045615	0.6172161172
130	0.8672397964	0.6208791209
131	0.8668593754	0.6172161172
132	0.8654600225	0.6135531136
133	0.8646926467	0.619047619
134	0.8632135166	0.6245421245
135	0.8628365962	0.6263736264
136	0.8619597807	0.6282051282
137	0.8599275195	0.6355311355
138	0.858434497	0.6336996337
139	0.857226933	0.6373626374
140	0.8568794834	0.6355311355
141	0.8556917032	0.6391941392
142	0.8543565837	0.6465201465
143	0.8533743924	0.6428571429
144	0.8521543221	0.6446886447
145	0.8517842897	0.6446886447
146	0.8508324923	0.641025641
147	0.8504135104	0.6391941392
148	0.8499399259	0.6446886447
149	0.8495631765	0.6483516484
150	0.8488042109	0.6465201465
151	0.8478545471	0.6446886447
152	0.8469229822	0.6446886447
153	0.8458465766	0.6373626374
154	0.8447756574	0.6391941392
155	0.8441618369	0.6428571429
156	0.8433853219	0.6483516484
157	0.8432131837	0.6465201465
158	0.8415338491	0.6428571429
159	0.8413216016	0.6446886447
160	0.8400287336	0.6465201465
161	0.8386646914	0.6501831502
162	0.8380841468	0.6501831502
163	0.8371055298	0.652014652
164	0.836080433	0.6556776557
165	0.8354394327	0.652014652
166	0.834437292	0.6556776557
167	0.8338126669	0.6575091575
168	0.8323917375	0.6575091575
169	0.8307150216	0.6593406593
170	0.8296458606	0.6556776557
171	0.8284644496	0.663003663
172	0.8272435631	0.663003663
173	0.8270330495	0.6593406593
174	0.8261704262	0.6593406593
175	0.8252153442	0.663003663
176	0.8246997045	0.6611721612
177	0.8234219171	0.663003663
178	0.8220772043	0.663003663
179	0.8204363922	0.663003663
180	0.819786284	0.663003663
181	0.8194553895	0.663003663
182	0.8186529048	0.6666666667
183	0.8175709648	0.6684981685
184	0.8171633072	0.6703296703
185	0.8165258931	0.6703296703
186	0.8157526206	0.6684981685
187	0.8151052849	0.6648351648
188	0.8143825786	0.663003663
189	0.8141460786	0.663003663
190	0.813350795	0.6648351648
191	0.8123504238	0.6703296703
192	0.8120811469	0.6703296703
193	0.8116122306	0.6721611722
194	0.8107430557	0.6831501832
195	0.8097546977	0.6831501832
196	0.809434568	0.6831501832
197	0.808217345	0.6813186813
198	0.8075788293	0.684981685
199	0.8061900432	0.6904761905
200	0.8054527777	0.6923076923
201	0.804977066	0.6923076923
202	0.8047632223	0.6904761905
203	0.8042001128	0.6886446886
204	0.8039040979	0.6904761905
205	0.8033710467	0.6904761905
206	0.8031200101	0.6904761905
207	0.8027147515	0.6868131868
208	0.8021249477	0.6868131868
209	0.8004575031	0.6886446886
210	0.7993071116	0.6904761905
211	0.7989557658	0.6886446886
212	0.7966129739	0.6941391941
213	0.7961641812	0.6923076923
214	0.7954853327	0.6941391941
215	0.7947850039	0.6978021978
216	0.7942936247	0.6996336996
217	0.7936059729	0.7032967033
218	0.7928025644	0.7014652015
219	0.7918270272	0.7051282051
220	0.7903084729	0.706959707
221	0.7894235825	0.7051282051
222	0.7882077067	0.706959707
223	0.7874892032	0.7124542125
224	0.7872285293	0.7124542125
225	0.786412458	0.7124542125
226	0.7857790234	0.7124542125
227	0.7855145077	0.7124542125
228	0.7844024374	0.7124542125
229	0.7837233087	0.7124542125
230	0.7834864823	0.7124542125
231	0.7823368194	0.7106227106
232	0.7820875715	0.7087912088
233	0.7818243353	0.7106227106
234	0.7812723565	0.7087912088
235	0.7811776529	0.7087912088
236	0.779512641	0.7051282051
237	0.7791350564	0.7087912088
238	0.7788361995	0.706959707
239	0.7782271242	0.7124542125
240	0.7775697268	0.7142857143
241	0.7767014844	0.7142857143
242	0.7764937271	0.7161172161
243	0.7759168153	0.7106227106
244	0.7752753978	0.7124542125
245	0.7748331546	0.7106227106
246	0.7740574977	0.7124542125
247	0.7735150802	0.7142857143
248	0.7730147729	0.7142857143
249	0.772084904	0.7124542125
250	0.7710170969	0.7124542125
251	0.7704473305	0.7161172161
252	0.7698471747	0.7197802198
253	0.7690355943	0.7234432234
254	0.768066679	0.7289377289
255	0.7675365803	0.7252747253
256	0.7667914278	0.7307692308
257	0.7661477556	0.7271062271
258	0.7654837369	0.7216117216
259	0.7645506742	0.7216117216
260	0.7644858834	0.7216117216
261	0.7635609611	0.7252747253
262	0.7631132504	0.7252747253
263	0.7615336651	0.7289377289
264	0.7610544323	0.7271062271
265	0.7603463026	0.7307692308
266	0.7601466749	0.7307692308
267	0.7598135108	0.7307692308
268	0.7593527445	0.7307692308
269	0.7585054207	0.7344322344
270	0.7572695747	0.7344322344
271	0.7568327392	0.7344322344
272	0.7558743453	0.7362637363
273	0.7550382686	0.7362637363
274	0.7544138021	0.7380952381
275	0.7534885178	0.7417582418
276	0.7528575018	0.7417582418
277	0.7526123849	0.7435897436
278	0.7521444576	0.7417582418
279	0.7516685485	0.7417582418
280	0.7516454378	0.7417582418
281	0.7497900559	0.7417582418
282	0.7486812567	0.7435897436
283	0.7482244058	0.7399267399
284	0.7468159423	0.7435897436
285	0.7462119299	0.7435897436
286	0.7459082689	0.7454212454
287	0.7449245803	0.7472527473
288	0.7439729857	0.7435897436
289	0.7430695405	0.7454212454
290	0.7427111251	0.7472527473
291	0.7423624467	0.7454212454
292	0.7418090614	0.7490842491
293	0.7414464895	0.7509157509
294	0.7409118517	0.7509157509
295	0.7399658668	0.7490842491
296	0.7396031122	0.7509157509
297	0.7390059937	0.7545787546
298	0.7384715529	0.7564102564
299	0.7370139928	0.7637362637
300	0.7366527562	0.7600732601
301	0.7355736648	0.7600732601
302	0.7351741927	0.7619047619
303	0.7343822203	0.7637362637
304	0.7339738881	0.7637362637
305	0.7326793761	0.7600732601
306	0.7323402797	0.7600732601
307	0.73202377	0.7637362637
308	0.7310021017	0.7619047619
309	0.7299972699	0.7637362637
310	0.7292935938	0.7600732601
311	0.7284496273	0.7655677656
312	0.7278896022	0.7655677656
313	0.7266223947	0.7692307692
314	0.7260198984	0.7710622711
315	0.7257246049	0.7692307692
316	0.7250769234	0.7710622711
317	0.7242579277	0.7692307692
318	0.7235684424	0.7692307692
319	0.7226922547	0.7728937729
320	0.7219120019	0.7747252747
321	0.7211599428	0.7765567766
322	0.7201633719	0.7747252747
323	0.7197139057	0.7673992674
324	0.7191170657	0.7728937729
325	0.7185716904	0.7728937729
326	0.7183864516	0.7747252747
327	0.7180236122	0.7747252747
328	0.7178781045	0.7765567766
329	0.7169816736	0.7747252747
330	0.7157007343	0.7747252747
331	0.7146849491	0.7710622711
332	0.7137991664	0.7728937729
