iter	MultiClass	Accuracy
336	0.7019098292	0.7743119266
337	0.70111328	0.7779816514
338	0.7007849075	0.7779816514
339	0.7004824376	0.7779816514
340	0.6998246976	0.776146789
341	0.6995848596	0.776146789
342	0.6992490963	0.776146789
343	0.6985856615	0.7743119266
344	0.6979089276	0.776146789
345	0.6974595756	0.776146789
346	0.6971317164	0.7779816514
347	0.6959950094	0.776146789
348	0.6958747281	0.776146789
349	0.6944764382	0.7779816514
350	0.694142764	0.7779816514
351	0.6938674472	0.7779816514
352	0.6932029664	0.7798165138
353	0.6926638371	0.7798165138
354	0.6919991375	0.7834862385
355	0.6910078243	0.7816513761
356	0.6902045718	0.7871559633
357	0.6895099358	0.7871559633
358	0.689018381	0.7871559633
359	0.6887439659	0.7889908257
360	0.6875679967	0.7908256881
361	0.6872236258	0.7908256881
362	0.6865994332	0.7908256881
363	0.6860668263	0.7908256881
364	0.6849468216	0.7889908257
365	0.6839432508	0.7944954128
366	0.6833396886	0.7944954128
367	0.6829067964	0.7944954128
368	0.6826121534	0.7944954128
369	0.6822424091	0.7944954128
370	0.6817182451	0.7944954128
371	0.6811471784	0.7908256881
372	0.6805343684	0.7908256881
373	0.679732901	0.7926605505
374	0.6794408339	0.7963302752
375	0.6788704835	0.7944954128
376	0.6772936422	0.7981651376
377	0.6766795864	0.7944954128
378	0.6763316702	0.7963302752
379	0.6755640531	0.7944954128
380	0.6747623795	0.7981651376
381	0.6745442529	0.7963302752
382	0.6739273879	0.7963302752
383	0.6730892226	0.8
384	0.6722751921	0.8018348624
385	0.6713240343	0.7963302752
386	0.6708052214	0.8018348624
387	0.6705075451	0.8036697248
388	0.6697149885	0.8036697248
389	0.6694703013	0.8
390	0.6686330583	0.8018348624
391	0.6673737288	0.8036697248
392	0.6669675179	0.8036697248
393	0.666456761	0.8036697248
394	0.6658385082	0.8073394495
395	0.6656491144	0.8073394495
396	0.6645303073	0.8091743119
397	0.6638583505	0.8055045872
398	0.6632885213	0.8018348624
399	0.6626227221	0.8018348624
400	0.6619522461	0.8073394495
401	0.6617407916	0.8073394495
402	0.6615279766	0.8055045872
403	0.6609075237	0.8055045872
404	0.6599828138	0.8073394495
405	0.6595138589	0.8091743119
406	0.6594141547	0.8091743119
407	0.6590950924	0.8073394495
408	0.6576103163	0.8073394495
409	0.6567293124	0.8110091743
410	0.6561922924	0.8128440367
411	0.6558901864	0.8146788991
412	0.6551668437	0.8146788991
413	0.6543665045	0.8165137615
414	0.6538881803	0.8183486239
415	0.6532472008	0.8183486239
416	0.652091635	0.8165137615
417	0.6515781354	0.8183486239
418	0.6509484376	0.8183486239
419	0.6501336475	0.8183486239
420	0.6496634636	0.8183486239
421	0.6494366573	0.8201834862
422	0.6488328924	0.8183486239
423	0.648038227	0.8183486239
424	0.6474685652	0.8220183486
425	0.646905728	0.8220183486
426	0.6465617452	0.8201834862
427	0.6461756002	0.8201834862
428	0.6457826561	0.8201834862
429	0.6455323892	0.8201834862
430	0.6450663819	0.823853211
431	0.6441445024	0.8165137615
432	0.6428029188	0.8201834862
433	0.641804351	0.8201834862
434	0.6410442918	0.8165137615
435	0.6406157346	0.8165137615
436	0.6403720607	0.8201834862
437	0.6400550046	0.8183486239
438	0.6395822147	0.8183486239
439	0.6394508491	0.8183486239
440	0.6392069148	0.8201834862
441	0.6388293201	0.8183486239
442	0.6379893327	0.8183486239
443	0.637754674	0.8183486239
444	0.6370529431	0.8201834862
445	0.6363442138	0.823853211
446	0.6355891111	0.8256880734
447	0.6345421033	0.8220183486
448	0.6341417398	0.823853211
449	0.6338633317	0.823853211
450	0.633598092	0.8220183486
451	0.6329638658	0.8220183486
452	0.6327596812	0.8220183486
453	0.6311051248	0.8275229358
454	0.6309536114	0.8275229358
455	0.6307877273	0.8275229358
456	0.6300954394	0.8256880734
457	0.6297534963	0.8256880734
458	0.6292139535	0.8275229358
459	0.6287267729	0.8275229358
460	0.6283576098	0.8275229358
461	0.628193335	0.8275229358
462	0.627678677	0.8275229358
463	0.6264499604	0.8275229358
464	0.6257972651	0.8275229358
465	0.6255364531	0.8256880734
466	0.6250463574	0.8220183486
467	0.6242748198	0.8220183486
468	0.6235865041	0.8220183486
469	0.6233094957	0.8256880734
470	0.6225763932	0.8311926606
471	0.6217792587	0.8311926606
472	0.6213355071	0.8311926606
473	0.620358187	0.8330275229
474	0.619554318	0.8366972477
475	0.6174769967	0.8422018349
476	0.6167717845	0.8422018349
477	0.6162280463	0.8422018349
478	0.6157273498	0.8422018349
479	0.6154199478	0.8403669725
480	0.6149514706	0.8403669725
481	0.6141680451	0.8403669725
482	0.6135542917	0.8440366972
483	0.6128660653	0.847706422
484	0.612754658	0.8513761468
485	0.6118202029	0.8495412844
486	0.6112649542	0.8495412844
487	0.6110175886	0.847706422
488	0.6106739384	0.8458715596
489	0.6099308055	0.8495412844
490	0.609361019	0.8495412844
491	0.6087967341	0.8532110092
492	0.6081858535	0.8513761468
493	0.6079509882	0.8532110092
494	0.6068343306	0.8532110092
495	0.6067153422	0.8495412844
496	0.6058993056	0.8568807339
497	0.6055807606	0.8568807339
498	0.6051749155	0.8568807339
499	0.6047091816	0.8568807339
